Sample,Predicted Label,Probability for Basic,Probability for Deluxe,Probability for King,Probability for Standard,Probability for Super Deluxe
2719,Standard,0.02,0.17,0.03,0.78,0.0
2720,King,0.01,0.08,0.64,0.27,0.0
2721,King,0.01,0.08,0.64,0.27,0.0
2722,Standard,0.02,0.17,0.03,0.78,0.0
2723,King,0.01,0.08,0.64,0.27,0.0
2724,King,0.01,0.08,0.64,0.27,0.0
2725,Standard,0.02,0.17,0.03,0.78,0.0
2726,King,0.01,0.08,0.64,0.27,0.0
2727,Standard,0.02,0.17,0.03,0.78,0.0
2728,Standard,0.02,0.17,0.03,0.78,0.0
2729,Deluxe,0.09,0.69,0.02,0.2,0.0
2730,King,0.01,0.08,0.64,0.27,0.0
2731,King,0.01,0.08,0.64,0.27,0.0
2732,King,0.01,0.08,0.64,0.27,0.0
2733,King,0.01,0.08,0.64,0.27,0.0
2734,King,0.01,0.08,0.64,0.27,0.0
2735,Standard,0.02,0.17,0.03,0.78,0.0
2736,Standard,0.02,0.17,0.03,0.78,0.0
2737,Standard,0.02,0.17,0.03,0.78,0.0
2738,King,0.01,0.08,0.64,0.27,0.0
2739,King,0.01,0.08,0.64,0.27,0.0
2740,Deluxe,0.09,0.69,0.02,0.2,0.0
2741,Standard,0.02,0.17,0.03,0.78,0.0
2742,King,0.01,0.08,0.64,0.27,0.0
2743,King,0.01,0.08,0.64,0.27,0.0
2744,Standard,0.02,0.17,0.03,0.78,0.0
2745,Standard,0.02,0.17,0.03,0.78,0.0
2746,Standard,0.02,0.17,0.03,0.78,0.0
2747,Deluxe,0.09,0.69,0.02,0.2,0.0
2748,King,0.01,0.08,0.64,0.27,0.0
2749,King,0.01,0.08,0.64,0.27,0.0
2750,King,0.01,0.08,0.64,0.27,0.0
2751,King,0.01,0.08,0.64,0.27,0.0
2752,King,0.01,0.08,0.64,0.27,0.0
2753,Standard,0.02,0.17,0.03,0.78,0.0
2754,King,0.01,0.08,0.64,0.27,0.0
2755,King,0.01,0.08,0.64,0.27,0.0
2756,Standard,0.02,0.17,0.03,0.78,0.0
2757,King,0.01,0.08,0.64,0.27,0.0
2758,King,0.01,0.08,0.64,0.27,0.0
2759,King,0.01,0.08,0.64,0.27,0.0
2760,Standard,0.02,0.17,0.03,0.78,0.0
2761,Standard,0.02,0.17,0.03,0.78,0.0
2762,King,0.01,0.08,0.64,0.27,0.0
2763,Standard,0.02,0.17,0.03,0.78,0.0
2764,Standard,0.02,0.17,0.03,0.78,0.0
2765,King,0.01,0.08,0.64,0.27,0.0
2766,King,0.01,0.08,0.64,0.27,0.0
2767,Deluxe,0.09,0.69,0.02,0.2,0.0
2768,Standard,0.02,0.17,0.03,0.78,0.0
2769,King,0.01,0.08,0.64,0.27,0.0
2770,King,0.01,0.08,0.64,0.27,0.0
2771,Standard,0.02,0.17,0.03,0.78,0.0
2772,King,0.01,0.08,0.64,0.27,0.0
2773,Deluxe,0.09,0.69,0.02,0.2,0.0
2774,King,0.01,0.08,0.64,0.27,0.0
2775,King,0.01,0.08,0.64,0.27,0.0
2776,King,0.01,0.08,0.64,0.27,0.0
2777,King,0.01,0.08,0.64,0.27,0.0
2778,Deluxe,0.09,0.69,0.02,0.2,0.0
2779,King,0.01,0.08,0.64,0.27,0.0
2780,King,0.01,0.08,0.64,0.27,0.0
2781,Standard,0.02,0.17,0.03,0.78,0.0
2782,King,0.01,0.08,0.64,0.27,0.0
2783,King,0.01,0.08,0.64,0.27,0.0
2784,King,0.01,0.08,0.64,0.27,0.0
2785,King,0.01,0.08,0.64,0.27,0.0
2786,Deluxe,0.09,0.69,0.02,0.2,0.0
2787,King,0.01,0.08,0.64,0.27,0.0
2788,King,0.01,0.08,0.64,0.27,0.0
2789,Standard,0.02,0.17,0.03,0.78,0.0
2790,Standard,0.02,0.17,0.03,0.78,0.0
2791,King,0.01,0.08,0.64,0.27,0.0
2792,King,0.01,0.08,0.64,0.27,0.0
2793,Standard,0.02,0.17,0.03,0.78,0.0
2794,Deluxe,0.09,0.69,0.02,0.2,0.0
2795,Standard,0.02,0.17,0.03,0.78,0.0
2796,King,0.01,0.08,0.64,0.27,0.0
2797,King,0.01,0.08,0.64,0.27,0.0
2798,Deluxe,0.09,0.69,0.02,0.2,0.0
2799,Standard,0.02,0.17,0.03,0.78,0.0
2800,King,0.01,0.08,0.64,0.27,0.0
2801,King,0.01,0.08,0.64,0.27,0.0
2802,Standard,0.02,0.17,0.03,0.78,0.0
2803,King,0.01,0.08,0.64,0.27,0.0
2804,King,0.01,0.08,0.64,0.27,0.0
2805,King,0.01,0.08,0.64,0.27,0.0
2806,King,0.01,0.08,0.64,0.27,0.0
2807,King,0.01,0.08,0.64,0.27,0.0
2808,Standard,0.02,0.17,0.03,0.78,0.0
2809,King,0.01,0.08,0.64,0.27,0.0
2810,King,0.01,0.08,0.64,0.27,0.0
2811,King,0.01,0.08,0.64,0.27,0.0
2812,King,0.01,0.08,0.64,0.27,0.0
2813,Deluxe,0.09,0.69,0.02,0.2,0.0
2814,King,0.01,0.08,0.64,0.27,0.0
2815,King,0.01,0.08,0.64,0.27,0.0
2816,Standard,0.02,0.17,0.03,0.78,0.0
2817,Deluxe,0.09,0.69,0.02,0.2,0.0
2818,Standard,0.02,0.17,0.03,0.78,0.0
2819,Standard,0.02,0.17,0.03,0.78,0.0
2820,King,0.01,0.08,0.64,0.27,0.0
2821,Standard,0.02,0.17,0.03,0.78,0.0
2822,Standard,0.02,0.17,0.03,0.78,0.0
2823,King,0.01,0.08,0.64,0.27,0.0
2824,Deluxe,0.09,0.69,0.02,0.2,0.0
2825,King,0.01,0.08,0.64,0.27,0.0
2826,Deluxe,0.09,0.69,0.02,0.2,0.0
2827,King,0.01,0.08,0.64,0.27,0.0
2828,King,0.01,0.08,0.64,0.27,0.0
2829,Deluxe,0.09,0.69,0.02,0.2,0.0
2830,Standard,0.02,0.17,0.03,0.78,0.0
2831,Standard,0.02,0.17,0.03,0.78,0.0
2832,King,0.01,0.08,0.64,0.27,0.0
2833,King,0.01,0.08,0.64,0.27,0.0
2834,Standard,0.02,0.17,0.03,0.78,0.0
2835,Standard,0.02,0.17,0.03,0.78,0.0
2836,Standard,0.02,0.17,0.03,0.78,0.0
2837,Deluxe,0.09,0.69,0.02,0.2,0.0
2838,King,0.01,0.08,0.64,0.27,0.0
2839,King,0.01,0.08,0.64,0.27,0.0
2840,Standard,0.02,0.17,0.03,0.78,0.0
2841,Standard,0.02,0.17,0.03,0.78,0.0
2842,King,0.01,0.08,0.64,0.27,0.0
2843,King,0.01,0.08,0.64,0.27,0.0
2844,King,0.01,0.08,0.64,0.27,0.0
2845,Standard,0.02,0.17,0.03,0.78,0.0
2846,King,0.01,0.08,0.64,0.27,0.0
2847,King,0.01,0.08,0.64,0.27,0.0
2848,King,0.01,0.08,0.64,0.27,0.0
2849,King,0.01,0.08,0.64,0.27,0.0
2850,Standard,0.02,0.17,0.03,0.78,0.0
2851,Deluxe,0.09,0.69,0.02,0.2,0.0
2852,King,0.01,0.08,0.64,0.27,0.0
2853,Standard,0.02,0.17,0.03,0.78,0.0
2854,Standard,0.02,0.17,0.03,0.78,0.0
2855,King,0.01,0.08,0.64,0.27,0.0
2856,King,0.01,0.08,0.64,0.27,0.0
2857,King,0.01,0.08,0.64,0.27,0.0
2858,Standard,0.02,0.17,0.03,0.78,0.0
2859,King,0.01,0.08,0.64,0.27,0.0
2860,Standard,0.02,0.17,0.03,0.78,0.0
2861,King,0.01,0.08,0.64,0.27,0.0
2862,King,0.01,0.08,0.64,0.27,0.0
2863,Deluxe,0.09,0.69,0.02,0.2,0.0
2864,Standard,0.02,0.17,0.03,0.78,0.0
2865,Standard,0.02,0.17,0.03,0.78,0.0
2866,King,0.01,0.08,0.64,0.27,0.0
2867,King,0.01,0.08,0.64,0.27,0.0
2868,Standard,0.02,0.17,0.03,0.78,0.0
2869,King,0.01,0.08,0.64,0.27,0.0
2870,Standard,0.02,0.17,0.03,0.78,0.0
2871,King,0.01,0.08,0.64,0.27,0.0
2872,Standard,0.02,0.17,0.03,0.78,0.0
2873,King,0.01,0.08,0.64,0.27,0.0
2874,King,0.01,0.08,0.64,0.27,0.0
2875,Standard,0.02,0.17,0.03,0.78,0.0
2876,King,0.01,0.08,0.64,0.27,0.0
2877,King,0.01,0.08,0.64,0.27,0.0
2878,King,0.01,0.08,0.64,0.27,0.0
2879,Deluxe,0.09,0.69,0.02,0.2,0.0
2880,Deluxe,0.09,0.69,0.02,0.2,0.0
2881,King,0.01,0.08,0.64,0.27,0.0
2882,Deluxe,0.09,0.69,0.02,0.2,0.0
2883,King,0.01,0.08,0.64,0.27,0.0
2884,King,0.01,0.08,0.64,0.27,0.0
2885,King,0.01,0.08,0.64,0.27,0.0
2886,Deluxe,0.09,0.69,0.02,0.2,0.0
2887,Standard,0.02,0.17,0.03,0.78,0.0
2888,Standard,0.02,0.17,0.03,0.78,0.0
2889,King,0.01,0.08,0.64,0.27,0.0
2890,King,0.01,0.08,0.64,0.27,0.0
2891,King,0.01,0.08,0.64,0.27,0.0
2892,Standard,0.02,0.17,0.03,0.78,0.0
2893,King,0.01,0.08,0.64,0.27,0.0
2894,King,0.01,0.08,0.64,0.27,0.0
2895,King,0.01,0.08,0.64,0.27,0.0
2896,Deluxe,0.09,0.69,0.02,0.2,0.0
2897,Standard,0.02,0.17,0.03,0.78,0.0
2898,King,0.01,0.08,0.64,0.27,0.0
2899,King,0.01,0.08,0.64,0.27,0.0
2900,Standard,0.02,0.17,0.03,0.78,0.0
2901,King,0.01,0.08,0.64,0.27,0.0
2902,Standard,0.02,0.17,0.03,0.78,0.0
2903,King,0.01,0.08,0.64,0.27,0.0
2904,Standard,0.02,0.17,0.03,0.78,0.0
2905,King,0.01,0.08,0.64,0.27,0.0
2906,King,0.01,0.08,0.64,0.27,0.0
2907,Standard,0.02,0.17,0.03,0.78,0.0
2908,King,0.01,0.08,0.64,0.27,0.0
2909,King,0.01,0.08,0.64,0.27,0.0
2910,Standard,0.02,0.17,0.03,0.78,0.0
2911,Standard,0.02,0.17,0.03,0.78,0.0
2912,King,0.01,0.08,0.64,0.27,0.0
2913,King,0.01,0.08,0.64,0.27,0.0
2914,Standard,0.02,0.17,0.03,0.78,0.0
2915,King,0.01,0.08,0.64,0.27,0.0
2916,King,0.01,0.08,0.64,0.27,0.0
2917,King,0.01,0.08,0.64,0.27,0.0
2918,Standard,0.02,0.17,0.03,0.78,0.0
2919,King,0.01,0.08,0.64,0.27,0.0
2920,King,0.01,0.08,0.64,0.27,0.0
2921,King,0.01,0.08,0.64,0.27,0.0
2922,King,0.01,0.08,0.64,0.27,0.0
2923,Standard,0.02,0.17,0.03,0.78,0.0
2924,King,0.01,0.08,0.64,0.27,0.0
2925,King,0.01,0.08,0.64,0.27,0.0
2926,King,0.01,0.08,0.64,0.27,0.0
2927,King,0.01,0.08,0.64,0.27,0.0
2928,King,0.01,0.08,0.64,0.27,0.0
2929,Standard,0.02,0.17,0.03,0.78,0.0
2930,Standard,0.02,0.17,0.03,0.78,0.0
2931,Deluxe,0.09,0.69,0.02,0.2,0.0
2932,Standard,0.02,0.17,0.03,0.78,0.0
2933,Deluxe,0.09,0.69,0.02,0.2,0.0
2934,Standard,0.02,0.17,0.03,0.78,0.0
2935,King,0.01,0.08,0.64,0.27,0.0
2936,Standard,0.02,0.17,0.03,0.78,0.0
2937,King,0.01,0.08,0.64,0.27,0.0
2938,King,0.01,0.08,0.64,0.27,0.0
2939,King,0.01,0.08,0.64,0.27,0.0
2940,King,0.01,0.08,0.64,0.27,0.0
2941,King,0.01,0.08,0.64,0.27,0.0
2942,Standard,0.02,0.17,0.03,0.78,0.0
2943,King,0.01,0.08,0.64,0.27,0.0
2944,Standard,0.02,0.17,0.03,0.78,0.0
2945,King,0.01,0.08,0.64,0.27,0.0
2946,King,0.01,0.08,0.64,0.27,0.0
2947,Standard,0.02,0.17,0.03,0.78,0.0
2948,King,0.01,0.08,0.64,0.27,0.0
2949,King,0.01,0.08,0.64,0.27,0.0
2950,King,0.01,0.08,0.64,0.27,0.0
2951,King,0.01,0.08,0.64,0.27,0.0
2952,King,0.01,0.08,0.64,0.27,0.0
2953,King,0.01,0.08,0.64,0.27,0.0
2954,King,0.01,0.08,0.64,0.27,0.0
2955,King,0.01,0.08,0.64,0.27,0.0
2956,Standard,0.02,0.17,0.03,0.78,0.0
2957,King,0.01,0.08,0.64,0.27,0.0
2958,King,0.01,0.08,0.64,0.27,0.0
2959,Deluxe,0.09,0.69,0.02,0.2,0.0
2960,Standard,0.02,0.17,0.03,0.78,0.0
2961,Standard,0.02,0.17,0.03,0.78,0.0
2962,Standard,0.02,0.17,0.03,0.78,0.0
2963,King,0.01,0.08,0.64,0.27,0.0
2964,King,0.01,0.08,0.64,0.27,0.0
2965,King,0.01,0.08,0.64,0.27,0.0
2966,King,0.01,0.08,0.64,0.27,0.0
2967,Deluxe,0.09,0.69,0.02,0.2,0.0
2968,King,0.01,0.08,0.64,0.27,0.0
2969,Standard,0.02,0.17,0.03,0.78,0.0
2970,King,0.01,0.08,0.64,0.27,0.0
2971,Standard,0.02,0.17,0.03,0.78,0.0
2972,Deluxe,0.09,0.69,0.02,0.2,0.0
2973,King,0.01,0.08,0.64,0.27,0.0
2974,King,0.01,0.08,0.64,0.27,0.0
2975,Deluxe,0.09,0.69,0.02,0.2,0.0
2976,Deluxe,0.09,0.69,0.02,0.2,0.0
2977,King,0.01,0.08,0.64,0.27,0.0
2978,King,0.01,0.08,0.64,0.27,0.0
2979,King,0.01,0.08,0.64,0.27,0.0
2980,King,0.01,0.08,0.64,0.27,0.0
2981,King,0.01,0.08,0.64,0.27,0.0
2982,Standard,0.02,0.17,0.03,0.78,0.0
2983,Standard,0.02,0.17,0.03,0.78,0.0
2984,Deluxe,0.09,0.69,0.02,0.2,0.0
2985,Deluxe,0.09,0.69,0.02,0.2,0.0
2986,King,0.01,0.08,0.64,0.27,0.0
2987,Standard,0.02,0.17,0.03,0.78,0.0
2988,King,0.01,0.08,0.64,0.27,0.0
2989,King,0.01,0.08,0.64,0.27,0.0
2990,Standard,0.02,0.17,0.03,0.78,0.0
2991,Standard,0.02,0.17,0.03,0.78,0.0
2992,King,0.01,0.08,0.64,0.27,0.0
2993,Standard,0.02,0.17,0.03,0.78,0.0
2994,Standard,0.02,0.17,0.03,0.78,0.0
2995,King,0.01,0.08,0.64,0.27,0.0
2996,King,0.01,0.08,0.64,0.27,0.0
2997,Standard,0.02,0.17,0.03,0.78,0.0
2998,King,0.01,0.08,0.64,0.27,0.0
2999,Standard,0.02,0.17,0.03,0.78,0.0
3000,King,0.01,0.08,0.64,0.27,0.0
3001,Standard,0.02,0.17,0.03,0.78,0.0
3002,King,0.01,0.08,0.64,0.27,0.0
3003,Standard,0.02,0.17,0.03,0.78,0.0
3004,King,0.01,0.08,0.64,0.27,0.0
3005,Standard,0.02,0.17,0.03,0.78,0.0
3006,King,0.01,0.08,0.64,0.27,0.0
3007,King,0.01,0.08,0.64,0.27,0.0
3008,Standard,0.02,0.17,0.03,0.78,0.0
3009,Deluxe,0.09,0.69,0.02,0.2,0.0
3010,Standard,0.02,0.17,0.03,0.78,0.0
3011,Standard,0.02,0.17,0.03,0.78,0.0
3012,King,0.01,0.08,0.64,0.27,0.0
3013,King,0.01,0.08,0.64,0.27,0.0
3014,Standard,0.02,0.17,0.03,0.78,0.0
3015,King,0.01,0.08,0.64,0.27,0.0
3016,King,0.01,0.08,0.64,0.27,0.0
3017,Standard,0.02,0.17,0.03,0.78,0.0
3018,King,0.01,0.08,0.64,0.27,0.0
3019,King,0.01,0.08,0.64,0.27,0.0
3020,Standard,0.02,0.17,0.03,0.78,0.0
3021,King,0.01,0.08,0.64,0.27,0.0
3022,King,0.01,0.08,0.64,0.27,0.0
3023,King,0.01,0.08,0.64,0.27,0.0
3024,King,0.01,0.08,0.64,0.27,0.0
3025,King,0.01,0.08,0.64,0.27,0.0
3026,Standard,0.02,0.17,0.03,0.78,0.0
3027,Standard,0.02,0.17,0.03,0.78,0.0
3028,King,0.01,0.08,0.64,0.27,0.0
3029,Standard,0.02,0.17,0.03,0.78,0.0
3030,King,0.01,0.08,0.64,0.27,0.0
3031,King,0.01,0.08,0.64,0.27,0.0
3032,Standard,0.02,0.17,0.03,0.78,0.0
3033,King,0.01,0.08,0.64,0.27,0.0
3034,King,0.01,0.08,0.64,0.27,0.0
3035,Standard,0.02,0.17,0.03,0.78,0.0
3036,Standard,0.02,0.17,0.03,0.78,0.0
3037,King,0.01,0.08,0.64,0.27,0.0
3038,Standard,0.02,0.17,0.03,0.78,0.0
3039,King,0.01,0.08,0.64,0.27,0.0
3040,Standard,0.02,0.17,0.03,0.78,0.0
3041,King,0.01,0.08,0.64,0.27,0.0
3042,King,0.01,0.08,0.64,0.27,0.0
3043,Standard,0.02,0.17,0.03,0.78,0.0
3044,King,0.01,0.08,0.64,0.27,0.0
3045,Deluxe,0.09,0.69,0.02,0.2,0.0
3046,Standard,0.02,0.17,0.03,0.78,0.0
3047,King,0.01,0.08,0.64,0.27,0.0
3048,Standard,0.02,0.17,0.03,0.78,0.0
3049,King,0.01,0.08,0.64,0.27,0.0
3050,King,0.01,0.08,0.64,0.27,0.0
3051,King,0.01,0.08,0.64,0.27,0.0
3052,King,0.01,0.08,0.64,0.27,0.0
3053,King,0.01,0.08,0.64,0.27,0.0
3054,King,0.01,0.08,0.64,0.27,0.0
3055,Standard,0.02,0.17,0.03,0.78,0.0
3056,Standard,0.02,0.17,0.03,0.78,0.0
3057,King,0.01,0.08,0.64,0.27,0.0
3058,King,0.01,0.08,0.64,0.27,0.0
3059,Standard,0.02,0.17,0.03,0.78,0.0
3060,King,0.01,0.08,0.64,0.27,0.0
3061,King,0.01,0.08,0.64,0.27,0.0
3062,Standard,0.02,0.17,0.03,0.78,0.0
3063,King,0.01,0.08,0.64,0.27,0.0
3064,Standard,0.02,0.17,0.03,0.78,0.0
3065,King,0.01,0.08,0.64,0.27,0.0
3066,King,0.01,0.08,0.64,0.27,0.0
3067,King,0.01,0.08,0.64,0.27,0.0
3068,King,0.01,0.08,0.64,0.27,0.0
3069,King,0.01,0.08,0.64,0.27,0.0
3070,Deluxe,0.09,0.69,0.02,0.2,0.0
3071,Standard,0.02,0.17,0.03,0.78,0.0
3072,King,0.01,0.08,0.64,0.27,0.0
3073,King,0.01,0.08,0.64,0.27,0.0
3074,King,0.01,0.08,0.64,0.27,0.0
3075,King,0.01,0.08,0.64,0.27,0.0
3076,Standard,0.02,0.17,0.03,0.78,0.0
3077,King,0.01,0.08,0.64,0.27,0.0
3078,King,0.01,0.08,0.64,0.27,0.0
3079,Deluxe,0.09,0.69,0.02,0.2,0.0
3080,Standard,0.02,0.17,0.03,0.78,0.0
3081,King,0.01,0.08,0.64,0.27,0.0
3082,King,0.01,0.08,0.64,0.27,0.0
3083,King,0.01,0.08,0.64,0.27,0.0
3084,Standard,0.02,0.17,0.03,0.78,0.0
3085,Standard,0.02,0.17,0.03,0.78,0.0
3086,King,0.01,0.08,0.64,0.27,0.0
3087,Standard,0.02,0.17,0.03,0.78,0.0
3088,Standard,0.02,0.17,0.03,0.78,0.0
3089,King,0.01,0.08,0.64,0.27,0.0
3090,Standard,0.02,0.17,0.03,0.78,0.0
3091,King,0.01,0.08,0.64,0.27,0.0
3092,Standard,0.02,0.17,0.03,0.78,0.0
3093,Deluxe,0.09,0.69,0.02,0.2,0.0
3094,King,0.01,0.08,0.64,0.27,0.0
3095,Standard,0.02,0.17,0.03,0.78,0.0
3096,King,0.01,0.08,0.64,0.27,0.0
3097,King,0.01,0.08,0.64,0.27,0.0
3098,Standard,0.02,0.17,0.03,0.78,0.0
3099,King,0.01,0.08,0.64,0.27,0.0
3100,Standard,0.02,0.17,0.03,0.78,0.0
3101,Standard,0.02,0.17,0.03,0.78,0.0
3102,King,0.01,0.08,0.64,0.27,0.0
3103,King,0.01,0.08,0.64,0.27,0.0
3104,King,0.01,0.08,0.64,0.27,0.0
3105,Standard,0.02,0.17,0.03,0.78,0.0
3106,King,0.01,0.08,0.64,0.27,0.0
3107,King,0.01,0.08,0.64,0.27,0.0
3108,King,0.01,0.08,0.64,0.27,0.0
3109,King,0.01,0.08,0.64,0.27,0.0
3110,Deluxe,0.09,0.69,0.02,0.2,0.0
3111,Standard,0.02,0.17,0.03,0.78,0.0
3112,King,0.01,0.08,0.64,0.27,0.0
3113,Deluxe,0.09,0.69,0.02,0.2,0.0
3114,King,0.01,0.08,0.64,0.27,0.0
3115,King,0.01,0.08,0.64,0.27,0.0
3116,King,0.01,0.08,0.64,0.27,0.0
3117,King,0.01,0.08,0.64,0.27,0.0
3118,King,0.01,0.08,0.64,0.27,0.0
3119,King,0.01,0.08,0.64,0.27,0.0
3120,Standard,0.02,0.17,0.03,0.78,0.0
3121,Standard,0.02,0.17,0.03,0.78,0.0
3122,King,0.01,0.08,0.64,0.27,0.0
3123,King,0.01,0.08,0.64,0.27,0.0
3124,King,0.01,0.08,0.64,0.27,0.0
3125,King,0.01,0.08,0.64,0.27,0.0
3126,Standard,0.02,0.17,0.03,0.78,0.0
3127,King,0.01,0.08,0.64,0.27,0.0
3128,King,0.01,0.08,0.64,0.27,0.0
3129,King,0.01,0.08,0.64,0.27,0.0
3130,King,0.01,0.08,0.64,0.27,0.0
3131,King,0.01,0.08,0.64,0.27,0.0
3132,Deluxe,0.09,0.69,0.02,0.2,0.0
3133,Standard,0.02,0.17,0.03,0.78,0.0
3134,King,0.01,0.08,0.64,0.27,0.0
3135,King,0.01,0.08,0.64,0.27,0.0
3136,King,0.01,0.08,0.64,0.27,0.0
3137,Standard,0.02,0.17,0.03,0.78,0.0
3138,Standard,0.02,0.17,0.03,0.78,0.0
3139,Standard,0.02,0.17,0.03,0.78,0.0
3140,King,0.01,0.08,0.64,0.27,0.0
3141,King,0.01,0.08,0.64,0.27,0.0
3142,Standard,0.02,0.17,0.03,0.78,0.0
3143,King,0.01,0.08,0.64,0.27,0.0
3144,King,0.01,0.08,0.64,0.27,0.0
3145,King,0.01,0.08,0.64,0.27,0.0
3146,Standard,0.02,0.17,0.03,0.78,0.0
3147,King,0.01,0.08,0.64,0.27,0.0
3148,King,0.01,0.08,0.64,0.27,0.0
3149,King,0.01,0.08,0.64,0.27,0.0
3150,King,0.01,0.08,0.64,0.27,0.0
3151,King,0.01,0.08,0.64,0.27,0.0
3152,King,0.01,0.08,0.64,0.27,0.0
3153,Standard,0.02,0.17,0.03,0.78,0.0
3154,King,0.01,0.08,0.64,0.27,0.0
3155,Standard,0.02,0.17,0.03,0.78,0.0
3156,Deluxe,0.09,0.69,0.02,0.2,0.0
3157,King,0.01,0.08,0.64,0.27,0.0
3158,King,0.01,0.08,0.64,0.27,0.0
3159,King,0.01,0.08,0.64,0.27,0.0
3160,King,0.01,0.08,0.64,0.27,0.0
3161,Standard,0.02,0.17,0.03,0.78,0.0
3162,King,0.01,0.08,0.64,0.27,0.0
3163,King,0.01,0.08,0.64,0.27,0.0
3164,Standard,0.02,0.17,0.03,0.78,0.0
3165,Standard,0.02,0.17,0.03,0.78,0.0
3166,Standard,0.02,0.17,0.03,0.78,0.0
3167,King,0.01,0.08,0.64,0.27,0.0
3168,Standard,0.02,0.17,0.03,0.78,0.0
3169,King,0.01,0.08,0.64,0.27,0.0
3170,Standard,0.02,0.17,0.03,0.78,0.0
3171,King,0.01,0.08,0.64,0.27,0.0
3172,King,0.01,0.08,0.64,0.27,0.0
3173,Standard,0.02,0.17,0.03,0.78,0.0
3174,King,0.01,0.08,0.64,0.27,0.0
3175,Standard,0.02,0.17,0.03,0.78,0.0
3176,Standard,0.02,0.17,0.03,0.78,0.0
3177,King,0.01,0.08,0.64,0.27,0.0
3178,King,0.01,0.08,0.64,0.27,0.0
3179,Standard,0.02,0.17,0.03,0.78,0.0
3180,Standard,0.02,0.17,0.03,0.78,0.0
3181,Standard,0.02,0.17,0.03,0.78,0.0
3182,King,0.01,0.08,0.64,0.27,0.0
3183,King,0.01,0.08,0.64,0.27,0.0
3184,King,0.01,0.08,0.64,0.27,0.0
3185,King,0.01,0.08,0.64,0.27,0.0
3186,King,0.01,0.08,0.64,0.27,0.0
3187,Standard,0.02,0.17,0.03,0.78,0.0
3188,Standard,0.02,0.17,0.03,0.78,0.0
3189,Standard,0.02,0.17,0.03,0.78,0.0
3190,King,0.01,0.08,0.64,0.27,0.0
3191,King,0.01,0.08,0.64,0.27,0.0
3192,King,0.01,0.08,0.64,0.27,0.0
3193,King,0.01,0.08,0.64,0.27,0.0
3194,King,0.01,0.08,0.64,0.27,0.0
3195,Deluxe,0.09,0.69,0.02,0.2,0.0
3196,King,0.01,0.08,0.64,0.27,0.0
3197,King,0.01,0.08,0.64,0.27,0.0
3198,King,0.01,0.08,0.64,0.27,0.0
3199,Standard,0.02,0.17,0.03,0.78,0.0
3200,King,0.01,0.08,0.64,0.27,0.0
3201,King,0.01,0.08,0.64,0.27,0.0
3202,King,0.01,0.08,0.64,0.27,0.0
3203,King,0.01,0.08,0.64,0.27,0.0
3204,Standard,0.02,0.17,0.03,0.78,0.0
3205,King,0.01,0.08,0.64,0.27,0.0
3206,Standard,0.02,0.17,0.03,0.78,0.0
3207,Standard,0.02,0.17,0.03,0.78,0.0
3208,King,0.01,0.08,0.64,0.27,0.0
3209,Standard,0.02,0.17,0.03,0.78,0.0
3210,Deluxe,0.09,0.69,0.02,0.2,0.0
3211,King,0.01,0.08,0.64,0.27,0.0
3212,Standard,0.02,0.17,0.03,0.78,0.0
3213,King,0.01,0.08,0.64,0.27,0.0
3214,King,0.01,0.08,0.64,0.27,0.0
3215,King,0.01,0.08,0.64,0.27,0.0
3216,King,0.01,0.08,0.64,0.27,0.0
3217,King,0.01,0.08,0.64,0.27,0.0
3218,King,0.01,0.08,0.64,0.27,0.0
3219,Standard,0.02,0.17,0.03,0.78,0.0
3220,Standard,0.02,0.17,0.03,0.78,0.0
3221,Standard,0.02,0.17,0.03,0.78,0.0
3222,Standard,0.02,0.17,0.03,0.78,0.0
3223,Standard,0.02,0.17,0.03,0.78,0.0
3224,King,0.01,0.08,0.64,0.27,0.0
3225,King,0.01,0.08,0.64,0.27,0.0
3226,Standard,0.02,0.17,0.03,0.78,0.0
3227,King,0.01,0.08,0.64,0.27,0.0
3228,Standard,0.02,0.17,0.03,0.78,0.0
3229,Standard,0.02,0.17,0.03,0.78,0.0
3230,King,0.01,0.08,0.64,0.27,0.0
3231,Standard,0.02,0.17,0.03,0.78,0.0
3232,Standard,0.02,0.17,0.03,0.78,0.0
3233,Deluxe,0.09,0.69,0.02,0.2,0.0
3234,Standard,0.02,0.17,0.03,0.78,0.0
3235,King,0.01,0.08,0.64,0.27,0.0
3236,King,0.01,0.08,0.64,0.27,0.0
3237,Standard,0.02,0.17,0.03,0.78,0.0
3238,King,0.01,0.08,0.64,0.27,0.0
3239,King,0.01,0.08,0.64,0.27,0.0
3240,King,0.01,0.08,0.64,0.27,0.0
3241,King,0.01,0.08,0.64,0.27,0.0
3242,Standard,0.02,0.17,0.03,0.78,0.0
3243,King,0.01,0.08,0.64,0.27,0.0
3244,Standard,0.02,0.17,0.03,0.78,0.0
3245,Standard,0.02,0.17,0.03,0.78,0.0
3246,Standard,0.02,0.17,0.03,0.78,0.0
3247,Standard,0.02,0.17,0.03,0.78,0.0
3248,King,0.01,0.08,0.64,0.27,0.0
3249,Standard,0.02,0.17,0.03,0.78,0.0
3250,Standard,0.02,0.17,0.03,0.78,0.0
3251,King,0.01,0.08,0.64,0.27,0.0
3252,King,0.01,0.08,0.64,0.27,0.0
3253,King,0.01,0.08,0.64,0.27,0.0
3254,Standard,0.02,0.17,0.03,0.78,0.0
